sku_id,price,cate,para_1,para_2,para_3
449,798.4,71,32.44,-1,-1
450,651.1,101,199.46,4,4
451,1006.4,1,42.84,-1,-1
452,860.8,101,354.4,3,4
453,214.5,101,239.21,4,-1
454,160.7,1,8.07,-1,-1
455,418.4,30,64.2,-1,-1
456,378.9,101,4.05,-1,-1
457,740.5,30,208.74,-1,-1
458,4137.4,71,54.61,-1,-1
459,373.8,71,33.17,-1,-1
460,1045.0,71,82.92,-1,-1
461,1167.5,101,205.47,6,-1
462,4914.6,71,91.45,-1,-1
463,999.3,71,116.7,-1,-1
464,463.8,101,196.73,4,-1
465,338.6,101,241.65,4,-1
466,108.8,1,41.08,-1,-1
467,108.4,101,206.41,2,4
468,805.0,101,118.0,4,3
469,800.1,101,163.39,-1,-1
470,1162.9,71,66.11,-1,-1
471,552.8,101,124.37,3,4
472,660.5,101,83.07,3,3
473,252.1,46,105.87,-1,-1
474,187.6,46,15.86,-1,-1
475,338.3,101,194.55,3,4
476,207.4,46,40.32,-1,-1
477,300.1,30,299.46,-1,-1
478,884.2,71,64.41,-1,-1
479,5134.3,71,71.15,-1,-1
480,457.7,46,994.72,-1,-1
481,730.6,71,95.56,-1,-1
482,1744.3,30,159.35,-1,-1
483,940.3,71,32.36,-1,-1
484,233.2,1,16.42,-1,-1
485,103.0,101,47.51,2,-1
486,26.3,83,2.47,-1,-1
487,690.0,71,74.11,-1,-1
488,151.7,1,28.37,-1,-1
489,637.0,71,70.57,-1,-1
490,667.8,101,64.2,2,4
491,875.5,101,307.96,-1,-1
492,5605.1,71,82.68,-1,-1
493,1418.4,101,80.09,2,4
494,449.0,71,41.39,-1,-1
495,117.0,101,79.71,2,5
496,4433.3,71,164.1,-1,-1
497,112.5,46,65.18,-1,-1
498,203.5,1,40.48,-1,-1
499,109.3,83,16.43,-1,-1
500,764.4,101,193.37,3,3
501,5684.0,71,65.22,-1,-1
502,709.0,101,126.56,4,4
503,566.8,71,91.51,-1,-1
504,320.8,101,80.15,3,2
505,703.5,101,179.64,3,1
506,283.0,83,25.0,-1,-1
507,409.3,101,96.78,2,4
508,393.9,101,247.81,2,3
509,131.6,1,18.8,-1,-1
510,1892.4,101,865.04,6,4
511,1605.1,71,90.13,-1,-1
512,6374.5,71,81.07,-1,-1
513,71.7,71,80.7,-1,-1
514,1033.7,71,76.45,-1,-1
515,788.4,71,32.03,-1,-1
516,8.8,30,15.91,-1,-1
517,1388.1,71,10.78,-1,-1
518,108.7,83,23.86,-1,-1
519,743.5,71,64.96,-1,-1
520,168.6,46,24.02,-1,-1
521,676.9,71,102.15,-1,-1
522,277.2,1,41.41,-1,-1
523,548.3,101,322.19,2,4
524,746.0,71,77.91,-1,-1
525,522.1,101,395.75,4,3
526,595.9,101,164.1,4,3
527,104.9,83,8.24,-1,-1
528,184.2,1,18.09,-1,-1
529,3913.3,71,581.66,-1,-1
530,3135.4,71,103.48,-1,-1
531,1170.2,71,40.11,-1,-1
532,995.8,71,80.02,-1,-1
533,932.0,101,161.49,2,4
534,1233.4,71,82.3,-1,-1
535,240.0,101,55.98,3,2
536,189.2,101,61.52,2,2
537,1309.9,71,79.42,-1,-1
538,4642.2,71,87.8,-1,-1
539,1427.8,71,157.23,-1,-1
540,380.2,83,81.43,-1,-1
541,739.9,71,31.74,-1,-1
542,742.5,101,8.08,-1,5
543,1058.2,101,158.08,3,4
544,306.1,1,31.44,-1,-1
545,89.9,83,40.55,-1,-1
546,474.7,30,146.78,-1,-1
547,142.5,83,22.69,-1,-1
548,1536.4,71,70.99,-1,-1
549,1139.8,71,91.27,-1,-1
550,526.5,101,111.64,3,4
551,532.0,101,246.97,2,5
552,333.6,1,24.76,-1,-1
553,918.5,71,79.0,-1,-1
554,793.4,71,41.84,-1,-1
555,1317.3,71,161.92,-1,-1
556,88.5,30,65.46,-1,-1
557,874.8,101,40.95,-1,2
558,2546.4,71,82.96,-1,-1
559,303.6,46,41.46,-1,-1
560,243.6,1,41.15,-1,-1
561,625.3,71,66.37,-1,-1
562,125.1,1,24.54,-1,-1
563,561.0,1,18.47,-1,-1
564,205.4,83,16.09,-1,-1
565,518.8,101,3.97,-1,5
566,544.3,30,330.38,-1,-1
567,116.6,46,40.68,-1,-1
568,332.5,1,23.44,-1,-1
569,3289.9,71,28.34,-1,-1
570,1395.8,71,53.31,-1,-1
571,111.2,83,5.67,-1,-1
572,1230.2,101,417.36,-1,-1
573,218.0,1,15.94,-1,-1
574,534.6,101,82.28,4,-1
575,2152.7,101,158.54,3,3
576,129.4,30,82.46,-1,-1
577,11460.4,71,83.22,-1,-1
578,1155.9,71,97.06,-1,-1
579,6706.6,71,71.99,-1,-1
580,124.4,83,10.33,-1,-1
581,510.1,101,79.65,2,3
582,828.0,101,8.05,-1,5
583,237.1,101,49.41,2,4
584,594.2,101,122.47,-1,-1
585,197.5,83,1.6,-1,-1
586,934.4,71,104.8,-1,-1
587,3196.6,71,74.04,-1,-1
588,632.3,71,39.33,-1,-1
589,1582.4,101,786.95,-1,-1
590,3282.4,71,83.16,-1,-1
591,2097.7,101,13.08,3,-1
592,1567.8,71,81.65,-1,-1
593,2579.3,71,32.73,-1,-1
594,516.1,101,573.14,3,4
595,775.2,71,40.58,-1,-1
596,877.8,71,164.81,-1,-1
597,385.7,101,40.1,3,6
598,1065.9,71,103.6,-1,-1
599,3008.1,71,109.37,-1,-1
600,537.0,71,17.45,-1,-1
601,2599.8,71,63.6,-1,-1
602,861.3,30,65.91,-1,-1
603,790.8,71,80.05,-1,-1
604,875.5,71,92.66,-1,-1
605,1014.9,30,98.22,-1,-1
606,341.3,30,6.56,-1,-1
607,9286.6,71,82.88,-1,-1
608,156.9,1,82.79,-1,-1
609,352.4,101,148.05,3,-1
610,473.1,101,157.98,3,3
611,369.8,101,202.39,2,4
612,404.0,46,64.38,-1,-1
613,4647.1,71,534.03,-1,-1
614,73.9,83,5.71,-1,-1
615,202.4,30,121.09,-1,-1
616,1567.3,101,800.73,-1,-1
617,328.8,71,40.75,-1,-1
618,824.3,71,86.11,-1,-1
619,897.6,101,490.4,5,3
620,288.3,101,165.54,2,4
621,959.1,71,67.08,-1,-1
622,3112.6,71,236.94,-1,-1
623,185.2,1,16.52,-1,-1
624,1021.6,71,64.29,-1,-1
625,1164.3,71,83.31,-1,-1
626,2175.0,71,121.02,-1,-1
627,978.4,71,74.54,-1,-1
628,13656.7,71,55.87,-1,-1
629,168.6,83,9.69,-1,-1
630,412.2,1,47.47,-1,-1
631,183.5,101,79.9,2,5
632,1855.3,71,82.31,-1,-1
633,1089.9,71,75.4,-1,-1
634,888.0,71,81.05,-1,-1
635,717.3,71,40.58,-1,-1
636,327.8,101,79.79,3,4
637,698.6,101,47.17,1,-1
638,82.9,83,3.42,-1,-1
639,857.7,30,122.11,-1,-1
640,933.8,71,60.78,-1,-1
641,244.5,71,63.27,-1,-1
642,798.4,101,158.16,3,4
643,83.0,83,40.94,-1,-1
644,395.0,30,78.63,-1,-1
645,111.5,83,8.03,-1,-1
646,215.4,101,80.01,-1,-1
647,33.6,71,157.81,-1,-1
648,42.0,101,40.24,1,-1
649,183.8,83,10.01,-1,-1
650,784.0,101,328.08,4,4
651,9678.4,71,81.57,-1,-1
652,175.0,1,33.05,-1,-1
653,658.1,71,33.32,-1,-1
654,574.0,30,314.3,-1,-1
655,6212.6,71,66.7,-1,-1
656,478.1,101,83.08,3,4
657,179.0,1,81.76,-1,-1
658,67.8,83,10.79,-1,-1
659,3521.1,71,72.75,-1,-1
660,63.0,46,81.81,-1,-1
661,163.0,1,40.98,-1,-1
662,995.0,71,62.94,-1,-1
663,789.0,30,403.83,-1,-1
664,5849.8,71,79.45,-1,-1
665,415.8,101,122.49,-1,4
666,391.9,101,162.1,2,4
667,144.0,83,8.2,-1,-1
668,177.2,101,46.27,3,-1
669,139.0,101,80.25,2,1
670,524.0,71,64.57,-1,-1
671,212.7,46,83.19,-1,-1
672,190.8,101,160.69,2,4
673,836.5,30,131.52,-1,-1
674,109.1,101,78.84,2,4
675,12141.3,71,78.69,-1,-1
676,6985.6,71,69.75,-1,-1
677,687.4,46,99.17,-1,-1
678,741.2,71,64.91,-1,-1
679,2303.4,30,62.19,-1,-1
680,182.8,101,80.02,2,4
681,176.3,71,8.99,-1,-1
682,453.5,101,129.91,3,4
683,784.3,101,25.0,-1,5
684,451.4,101,166.25,3,5
685,775.3,101,33.01,-1,4
686,379.4,1,41.61,-1,-1
687,842.9,101,124.13,2,4
688,768.0,71,66.65,-1,-1
689,106.6,83,40.8,-1,-1
690,477.8,71,78.61,-1,-1
691,616.0,101,151.88,3,4
692,921.8,71,75.01,-1,-1
693,181.8,1,21.31,-1,-1
694,4019.2,71,73.32,-1,-1
695,1231.1,71,98.24,-1,-1
696,496.0,101,157.27,3,4
697,4216.3,71,438.36,-1,-1
698,901.4,71,73.3,-1,-1
699,2132.1,71,82.02,-1,-1
700,4628.7,71,72.69,-1,-1
701,2341.6,71,29.91,-1,-1
702,532.8,71,79.58,-1,-1
703,2105.5,71,73.55,-1,-1
704,1324.2,71,92.77,-1,-1
705,144.3,1,23.56,-1,-1
706,324.2,30,165.59,-1,-1
707,254.2,101,27.48,1,4
708,858.4,101,16.26,-1,2
709,638.1,30,78.96,-1,-1
710,112.2,30,79.87,-1,-1
711,539.8,71,86.73,-1,-1
712,670.3,101,393.69,-1,2
713,505.9,101,190.93,2,3
714,1175.6,101,131.18,4,4
715,248.7,1,25.03,-1,-1
716,675.9,71,107.38,-1,-1
717,980.5,71,82.41,-1,-1
718,785.5,30,7.93,-1,-1
719,675.8,1,29.16,-1,-1
720,702.0,71,80.02,-1,-1
721,495.5,101,142.6,3,-1
722,373.7,83,4.15,-1,-1
723,2226.0,71,81.24,-1,-1
724,180.7,46,161.38,-1,-1
725,4551.7,71,89.58,-1,-1
726,140.7,46,159.05,-1,-1
727,38.5,101,3.33,-1,-1
728,437.5,101,41.4,2,4
729,337.9,101,273.27,4,4
730,785.1,101,24.16,3,4
731,587.4,30,165.17,-1,-1
732,2231.9,71,39.47,-1,-1
733,868.7,71,79.57,-1,-1
734,2235.5,71,80.53,-1,-1
735,383.6,101,39.37,2,4
736,103.5,1,17.73,-1,-1
737,1158.4,71,94.48,-1,-1
738,78.3,46,314.46,-1,-1
739,326.2,30,248.58,-1,-1
740,945.7,71,72.02,-1,-1
741,120.4,101,41.54,2,2
742,627.8,101,82.21,-1,5
743,204.3,101,63.23,2,4
744,751.0,71,29.16,-1,-1
745,37.3,83,13682.81,-1,-1
746,257.2,101,82.51,3,5
747,191.8,83,7.97,-1,-1
748,14687.5,71,81.13,-1,-1
749,677.3,83,6.56,-1,-1
750,1133.7,71,16.1,-1,-1
751,357.6,71,32.42,-1,-1
752,660.8,71,48.48,-1,-1
753,806.8,71,90.66,-1,-1
754,3034.3,71,71.71,-1,-1
755,2067.1,71,31.74,-1,-1
756,150.2,1,24.97,-1,-1
757,622.4,101,289.41,4,3
758,333.1,83,3.36,-1,-1
759,2921.4,71,88.66,-1,-1
760,397.0,71,78.79,-1,-1
761,3128.5,71,74.15,-1,-1
762,297.0,101,473.81,3,3
763,684.8,71,79.29,-1,-1
764,1993.2,71,162.01,-1,-1
765,742.2,101,39.32,3,-1
766,1129.8,71,75.02,-1,-1
767,5219.8,71,87.18,-1,-1
768,1532.2,101,369.77,2,4
769,702.3,101,165.49,3,2
770,224.7,101,66.3,2,4
771,860.7,71,105.83,-1,-1
772,543.2,101,186.14,3,3
773,76.7,101,47.69,2,5
774,810.0,71,64.17,-1,-1
775,48.6,101,78.72,2,-1
776,227.1,101,62.85,2,3
777,1173.0,71,82.24,-1,-1
778,293.7,71,38.55,-1,-1
779,629.0,71,63.17,-1,-1
780,205.1,101,82.63,3,3
781,1140.9,71,66.28,-1,-1
782,584.3,71,62.91,-1,-1
783,774.3,101,80.61,3,-1
